,ts,rh,rn,tt,bc,cs
7557,1496938800,2,200,329,15925364,1
7558,1496938800,13,26,276,57107472,1
7559,1496938800,43,122,522,527110148,1
7560,1496938800,1,45,622,1723656,0
7561,1496938800,52,8,9,1896432,0
7562,1496939400,43,122,531,460421316,1
7563,1496939400,63,134,1930,1609493204,1
7564,1496939400,1,53,410,2038948,1
7565,1496939400,2,186,333,80844792,1
7566,1496939400,0,303,346,11161804,1
7567,1496939400,52,2,2,1061854,1
7568,1496939400,7,1,12,21778720,1
7569,1496939400,11,1,18,21778720,1
7570,1496939400,13,10,440,112139868,1
7571,1496939400,23,4,6,4722532,1
7572,1496940000,0,261,383,26435116,1
7573,1496940000,1,44,689,1686940,0
7574,1496940000,2,183,344,20022824,1
7575,1496940000,63,163,2371,1831849976,1
7576,1496940000,23,11,19,13637048,1
7577,1496940000,43,122,528,576988232,1
7578,1496940000,13,54,436,101423812,0
7579,1496940600,0,300,349,11252488,1
7580,1496940600,2,187,336,18958244,1
7581,1496940600,13,39,386,124351872,1
7582,1496940600,43,122,527,548416164,1
7583,1496940600,63,204,3268,2566789096,1
7584,1496940600,1,49,424,1841300,0
7585,1496940600,23,44,73,52439464,1
7586,1496940600,6,5,5,5130092,1
7587,1496941200,23,63,101,117094696,1
7588,1496941200,43,122,545,605729428,1
7589,1496941200,2,192,350,19267496,1
7590,1496941200,0,267,384,33412752,1
7591,1496941200,63,585,1529,875488300,1
7592,1496941200,1,43,793,1610868,0
7593,1496941200,6,4,4,1840368,1
7594,1496941200,13,30,482,164659856,1
7595,1496941200,12,1,8,22124160,1
7596,1496941200,33,20,53,7897492,1
7597,1496941800,43,121,536,587131852,1
7598,1496941800,10,1,1,22124160,1
7599,1496941800,0,305,345,11378908,1
7600,1496941800,2,201,305,15659644,1
7601,1496941800,33,52,118,14468084,1
7602,1496941800,13,16,43,5718420,1
7603,1496941800,52,3,3,417289,0
7604,1496941800,6,15,37,219395293,1
7605,1496941800,23,35,51,37014356,1
7606,1496941800,1,54,724,1991048,0
7607,1496942400,0,250,395,31568200,1
7608,1496942400,43,115,515,609017420,1
7609,1496942400,2,197,308,36864656,1
7610,1496942400,6,12,12,7187068,1
7611,1496942400,1,33,608,1266768,0
7612,1496942400,13,5,21,2490480,1
7613,1496943000,0,305,351,10694008,1
7614,1496943000,2,189,343,18290752,1
7615,1496943000,43,35,163,190834816,1
7616,1496943000,1,56,378,2149836,0
7617,1496943000,7,1,8,22124160,1
7618,1496943000,11,1,10,22124160,1
7619,1496943000,6,29,58,343739460,1
7620,1496943600,0,277,366,12554132,1
7621,1496943600,2,197,320,16359744,1
7622,1496943600,1,44,592,1647512,0
7623,1496943600,157,2,2,0,0
7624,1496943600,13,15,15,0,0
7625,1496943600,6,1,1,21656,1
7626,1496944200,0,282,364,28607584,1
7627,1496944200,2,198,311,30870388,1
7628,1496944200,1,36,695,1378776,0
7629,1496944200,21,1,11,44046942,1
7630,1496944200,6,4,4,979760,1
7631,1496944800,0,284,362,12604364,1
7632,1496944800,2,208,318,13605264,1
7633,1496944800,3,1,12,21324995,1
7634,1496944800,6,24,52,211105104,1
7635,1496944800,13,28,287,154711784,1
7636,1496944800,1,28,484,1074812,0
7637,1496944800,7,6,24,4300119,1
7638,1496944800,52,2,2,834578,1
7639,1496944800,66,3,16,1345472,1
7640,1496945400,2,187,315,38591896,1
7641,1496945400,0,237,393,63601496,1
7642,1496945400,13,78,765,422240432,1
7643,1496945400,1,64,677,1901776,0
7644,1496945400,66,1,2,502010,1
7645,1496945400,52,12,12,0,0
7646,1496945400,6,10,17,66202304,1
7647,1496945400,158,1,1,62968,1
7648,1496946000,0,297,368,12062364,1
7649,1496946000,2,189,334,17862484,1
7650,1496946000,13,88,693,475783340,1
7651,1496946000,1,69,520,2575044,0
7652,1496946000,52,4,4,0,0
7653,1496946000,6,50,170,1084543208,1
7654,1496946600,2,201,328,15353792,1
7655,1496946600,0,272,360,20742176,1
7656,1496946600,13,56,530,455918988,1
7657,1496946600,1,46,591,2305080,1
7658,1496946600,6,373,385,128454872,1
7659,1496947200,13,90,666,612495244,0
7660,1496947200,1,42,480,2126696,1
7661,1496947200,0,229,409,52138584,1
7662,1496947200,2,183,333,40114616,1
7663,1496947200,6,127,140,216663560,1
7664,1496947800,6,3,3,393596,1
7665,1496947800,1,60,612,2847212,0
7666,1496947800,13,52,538,527194928,1
7667,1496947800,2,194,329,18030672,1
7668,1496947800,0,209,435,39863360,1
7669,1496948400,1,50,546,2503680,0
7670,1496948400,0,259,396,17734532,1
7671,1496948400,2,187,329,50594476,1
7672,1496948400,13,44,535,597120744,1
7673,1496948400,117,2,2,42464,1
7674,1496948400,68,1,957,21712896,0
7675,1496949000,10,2,10,143553724,1
7676,1496949000,0,217,434,65116484,1
7677,1496949000,2,186,338,17789940,1
7678,1496949000,1,50,633,2551464,0
7679,1496949000,13,43,539,534990532,1
7680,1496949000,6,16,36,240788068,1
7681,1496949600,0,222,412,29299220,1
7682,1496949600,1,69,594,3618580,1
7683,1496949600,2,191,333,17827348,1
7684,1496949600,13,51,633,440481040,1
7685,1496949600,6,1,1,1567220,1
7686,1496949600,159,28,291,160986192,1
7687,1496949600,66,1,1,25376,1
7688,1496949600,39,2,44,143553724,1
7689,1496950200,0,219,420,35220340,1
7690,1496950200,2,196,327,15854172,1
7691,1496950200,13,32,561,371960636,1
7692,1496950200,1,66,610,3526948,0
7693,1496950200,6,7,10,17855956,1
7694,1496950200,7,1,39,140621180,1
7695,1496950200,11,1,85,140621180,1
7696,1496950200,117,1,1,21232,1
7697,1496950800,1,99,551,5115852,1
7698,1496950800,0,330,361,17398632,1
7699,1496950800,2,196,313,31698456,1
7700,1496950800,13,113,717,544236324,0
7701,1496950800,6,1,1,754908,1
7702,1496951400,0,334,359,16396380,1
7703,1496951400,2,189,333,18002088,1
7704,1496951400,13,33,582,508217660,1
7705,1496951400,1,84,548,5204632,1
7706,1496951400,39,132,132,18687247,0
7707,1496951400,6,5,54,680282716,1
7708,1496952000,39,708,708,85876884,0
7709,1496952000,2,199,326,17162864,1
7710,1496952000,1,65,552,4003884,1
7711,1496952000,0,343,367,15927056,1
7712,1496952000,13,34,564,443451580,1
7713,1496952000,6,14,57,603584760,1
7714,1496952000,68,1,3398,65835008,0
7715,1496952000,70,16,65,240781467,1
7716,1496952000,7,2,9,1881979,1
7717,1496952000,8,462,462,19079168,0
7718,1496952000,71,1,3,689128,1
7719,1496952600,8,400,400,16086396,0
7720,1496952600,1,71,524,8195724,1
7721,1496952600,0,338,358,11799760,1
7722,1496952600,2,185,345,33087312,1
7723,1496952600,10,2,9,144153328,1
7724,1496952600,13,40,541,542964920,1
7725,1496952600,39,491,491,6483812,0
7726,1496952600,5,8,8,188488,1
7727,1496952600,6,8,88,911341172,1
7728,1496953200,13,52,605,550029660,1
7729,1496953200,39,407,457,154017640,0
7730,1496953200,5,37,37,3251736,1
7731,1496953200,1,103,496,8604624,1
7732,1496953200,0,332,372,23437392,1
7733,1496953200,2,190,327,32086264,1
7734,1496953200,6,22,134,1336196612,1
7735,1496953200,72,1,1,0,1
7736,1496953200,65,4,27,418724064,1
7737,1496953800,2,190,340,18292404,1
7738,1496953800,0,348,362,10680060,1
7739,1496953800,13,79,780,586825700,1
7740,1496953800,1,118,522,7382992,1
7741,1496953800,6,19,31,193453272,1
7742,1496953800,7,1,33,141220784,1
7743,1496953800,11,1,46,141220784,1
7744,1496954400,0,348,361,13482308,1
7745,1496954400,1,143,472,8441532,0
7746,1496954400,2,191,323,32268192,1
7747,1496954400,5,8,8,231744,1
7748,1496954400,13,64,633,477506004,0
7749,1496954400,6,36,39,33908360,1
7750,1496955000,2,191,340,18296736,1
7751,1496955000,0,326,367,20084628,1
7752,1496955000,13,29,562,393176776,1
7753,1496955000,1,147,281,3759988,0
7754,1496955000,5,10,10,253944,1
7755,1496955000,68,1,2048,76710968,1
7756,1496955000,6,14,29,205077511,1
7757,1496955600,0,325,368,16998568,1
7758,1496955600,1,161,484,11338144,1
7759,1496955600,2,190,328,32260992,1
7760,1496955600,13,24,577,455152700,1
7761,1496955600,22,1,32,44058684,1
7762,1496955600,5,24,24,2037732,1
7763,1496955600,160,60,255,262550886,1
7764,1496955600,21,1,13,44058684,1
7765,1496955600,161,3,19,6487982,0
7766,1496955600,68,1,1,8355,1
7767,1496956200,2,190,339,18075460,1
7768,1496956200,0,345,363,13043696,1
7769,1496956200,10,2,12,152847560,1
7770,1496956200,13,35,554,633034640,1
7771,1496956200,5,17,17,1607812,1
7772,1496956200,1,156,474,12091528,1
7773,1496956200,45,2,52,152847560,1
7774,1496956800,0,221,423,87315972,1
7775,1496956800,2,196,318,17245204,1
7776,1496956800,1,172,410,8956572,0
7777,1496956800,13,41,547,815987748,1
7778,1496956800,5,8,8,164472,1
7779,1496956800,18,15,201,80328172,1
7780,1496957400,0,211,423,40769104,1
7781,1496957400,2,183,337,36406944,1
7782,1496957400,1,154,185,1411344,0
7783,1496957400,5,32,32,2086908,1
7784,1496957400,18,9,341,145514128,1
7785,1496957400,13,12,116,164675424,1
7786,1496957400,7,1,31,149915016,1
7787,1496957400,11,1,51,149915016,1
7788,1496957400,43,68,234,151281844,1
7789,1496958000,0,260,382,18681312,1
7790,1496958000,43,88,227,87145244,0
7791,1496958000,2,201,327,14825968,1
7792,1496958000,1,181,389,8982256,0
7793,1496958000,5,8,8,845892,1
7794,1496958000,13,15,15,0,0
7795,1496958600,2,180,333,31495352,1
7796,1496958600,0,264,398,25760968,1
7797,1496958600,1,195,452,11635360,1
7798,1496958600,66,6,6,913644,1
7799,1496959200,0,345,360,12824524,1
7800,1496959200,2,197,314,20147128,1
7801,1496959200,1,194,435,11431932,1
7802,1496959200,3,1,5,21446019,1
7803,1496959200,5,3,3,61344,1
7804,1496959200,7,1,5,1195423,1
7805,1496959200,41,2,2,6828508,1
7806,1496959800,0,334,366,14548804,1
7807,1496959800,1,168,260,4367416,0
7808,1496959800,10,3,7,156743524,1
7809,1496959800,2,208,300,25634360,1
7810,1496959800,41,1,52,149915016,1
7811,1496959800,5,7,7,144228,1
7812,1496959800,117,27,35,1678608,1
7813,1496960400,0,339,363,13897156,1
7814,1496960400,1,205,511,11938996,0
7815,1496960400,2,205,322,14860372,1
7816,1496960400,5,17,17,1536904,1
7817,1496960400,117,20,24,1244336,1
7818,1496960400,6,1,1,31216,1
7819,1496961000,1,209,455,12461260,1
7820,1496961000,2,209,309,13727236,1
7821,1496961000,0,337,362,14282576,1
7822,1496961000,5,18,19,1424568,1
7823,1496961000,7,2,42,153810980,1
7824,1496961000,11,2,53,153810980,1
7825,1496961000,117,64,77,3980512,1
7826,1496961000,6,13,13,21878924,1
7827,1496961000,149,3,108,500579080,1
7828,1496961600,0,241,402,42135060,1
7829,1496961600,117,205,249,12794388,1
7830,1496961600,1,207,457,12352216,1
7831,1496961600,2,211,296,24162700,1
7832,1496961600,5,8,8,208720,1
7833,1496961600,75,283,287,10569796,1
7834,1496961600,13,15,19,2478328,0
7835,1496962200,2,206,310,14886356,1
7836,1496962200,1,210,457,12462276,1
7837,1496962200,0,258,382,29688336,1
7838,1496962200,117,203,242,12675440,1
7839,1496962200,5,19,19,711852,1
7840,1496962200,6,15,36,226551232,1
7841,1496962800,0,255,392,27820180,1
7842,1496962800,1,204,445,12089604,1
7843,1496962800,117,163,194,9992196,1
7844,1496962800,2,218,293,12046548,1
7845,1496962800,5,44,44,3015508,1
7846,1496962800,14,3,30,165000642,1
7847,1496963400,2,217,283,31047272,1
7848,1496963400,0,254,391,30544328,1
7849,1496963400,10,3,9,157414460,1
7850,1496963400,1,207,453,12369684,1
7851,1496963400,5,30,30,1805268,1
7852,1496963400,6,2,2,303220,1
7853,1496963400,12,3,55,157414460,1
7854,1496964000,1,188,476,17133752,1
7855,1496964000,5,14,14,1144776,1
7856,1496964000,2,212,314,12885272,1
7857,1496964000,0,247,393,39252108,1
7858,1496964600,0,250,389,29308320,1
7859,1496964600,2,213,299,12574888,1
7860,1496964600,1,209,459,12869632,1
7861,1496964600,5,18,18,381012,1
7862,1496964600,11,2,41,154481916,1
7863,1496964600,7,2,45,154481916,1
7864,1496965200,2,240,272,8021448,1
7865,1496965200,1,183,475,18665996,1
7866,1496965200,0,255,383,23766212,1
7867,1496965200,5,369,381,469605820,1
7868,1496965200,13,15,15,0,0
7869,1496965200,117,11,13,696056,1
7870,1496965800,0,244,395,36288100,1
7871,1496965800,5,471,476,295951840,1
7872,1496965800,2,211,295,26628224,1
7873,1496965800,1,186,473,16812112,1
7874,1496965800,6,1,1,687080,1
7875,1496966400,0,257,389,29124160,1
7876,1496966400,1,193,454,14941220,1
7877,1496966400,5,301,302,72369860,1
7878,1496966400,2,220,296,12512316,1
7879,1496966400,4,5,465,300259720,1
7880,1496966400,21,1,10,44061334,1
7881,1496966400,7,2,7,1317923,1
7882,1496966400,8,710,710,30241828,0
7883,1496966400,6,11,11,5102800,1
7884,1496967000,8,152,152,4923736,0
7885,1496967000,1,179,477,18783920,1
7886,1496967000,10,3,8,157702024,1
7887,1496967000,2,220,290,9525420,1
7888,1496967000,0,238,391,33321072,1
7889,1496967000,6,8,11,29178756,1
7890,1496967000,9,2,75,154769480,1
7891,1496967000,4,1,267,164489016,1
7892,1496967000,5,1,1,30892,1
7893,1496967600,1,178,479,18916112,1
7894,1496967600,2,207,299,24023340,1
7895,1496967600,0,267,381,14019436,1
7896,1496967600,5,34,35,20903656,1
7897,1496967600,4,3,956,537819048,1
7898,1496967600,117,22,28,1392112,1
7899,1496968200,2,213,293,12358860,1
7900,1496968200,1,180,476,18395392,1
7901,1496968200,0,243,401,21316596,1
7902,1496968200,5,5,5,397136,1
7903,1496968200,11,2,52,154769480,1
7904,1496968200,117,76,94,4750744,1
7905,1496968200,7,2,55,154769480,1
7906,1496968200,4,2,526,197479568,1
7907,1496968800,1,174,482,18159068,1
7908,1496968800,117,203,251,12658588,1
7909,1496968800,0,242,397,39164164,1
7910,1496968800,2,218,283,11962852,1
7911,1496968800,4,2,385,154769480,1
7912,1496968800,12,3,52,157702024,1
7913,1496968800,13,15,15,0,0
7914,1496968800,5,3,3,261024,1
7915,1496969400,117,199,248,12425944,1
7916,1496969400,0,262,390,15668868,1
7917,1496969400,2,182,337,43186492,1
7918,1496969400,1,177,474,18470924,1
7919,1496969400,5,27,30,8408324,1
7920,1496970000,1,159,484,16045712,1
7921,1496970000,0,233,405,30952692,1
7922,1496970000,2,173,359,29244504,1
7923,1496970000,117,157,191,9619116,1
7924,1496970000,14,39,456,1680967756,1
7925,1496970000,5,60,61,17909624,1
7926,1496970000,16,45,2018,386549020,1
7927,1496970000,15,29,114,968735152,1
7928,1496970000,17,5,38,44992620,0
7929,1496970600,14,518,2846,4575263576,1
7930,1496970600,10,3,10,158037476,1
7931,1496970600,0,261,384,15263660,1
7932,1496970600,1,171,475,17320576,1
7933,1496970600,2,166,367,47494716,1
7934,1496970600,18,7,127,44596824,1
7935,1496970600,16,4,195,35471044,1
7936,1496970600,5,364,366,7363400,1
7937,1496971200,2,177,359,26518424,1
7938,1496971200,14,532,3192,5976590808,1
7939,1496971200,0,259,388,27675564,1
7940,1496971200,1,170,481,17027464,1
7941,1496971200,5,137,138,26797988,1
7942,1496971200,6,15,43,219555147,1
7943,1496971800,14,364,2176,3838170836,1
7944,1496971800,0,235,400,44648516,1
7945,1496971800,1,165,485,16183288,1
7946,1496971800,2,162,358,52166980,1
7947,1496971800,7,2,52,155104932,1
7948,1496971800,11,2,76,155104932,1
7949,1496971800,5,9,9,196184,1
7950,1496972400,1,188,473,12638576,1
7951,1496972400,2,169,347,46603784,1
7952,1496972400,0,267,375,13354252,1
7953,1496972400,14,210,1055,1542200536,1
7954,1496972400,19,1,5,2722516,1
7955,1496972400,5,12,12,263216,1
7956,1496972400,13,15,15,0,0
7957,1496973000,1,182,466,10873424,1
7958,1496973000,14,207,1069,1425323176,1
7959,1496973000,0,252,392,16373128,1
7960,1496973000,2,158,360,29791968,1
7961,1496973000,5,4,4,199448,1
7962,1496973000,24,219,219,8335913,0
7963,1496973000,157,3,6,386188,0
7964,1496973600,24,85,85,2107332,0
7965,1496973600,2,179,343,41369384,1
7966,1496973600,22,1,1,41935,1
7967,1496973600,0,241,395,39469036,1
7968,1496973600,14,209,1043,1452253908,1
7969,1496973600,1,159,494,11175996,1
7970,1496973600,3,1,3,21446422,1
7971,1496973600,23,31,201,413195963,1
7972,1496973600,5,36,36,1254076,1
7973,1496973600,7,1,5,1195423,1
7974,1496973600,45,2,2,31216,0
7975,1496974200,14,194,991,1463457928,1
7976,1496974200,1,154,494,13270064,1
7977,1496974200,0,268,379,15089972,1
7978,1496974200,2,186,337,22540188,1
7979,1496974200,5,49,49,2842024,1
7980,1496974200,45,118,118,2139752,0
7981,1496974200,43,1,35,164270511,1
7982,1496974200,23,50,58,25362796,1
7983,1496974800,2,186,333,40403700,1
7984,1496974800,0,230,413,41814268,1
7985,1496974800,5,7,7,323320,1
7986,1496974800,1,173,476,11005732,1
7987,1496974800,14,12,56,55813956,1
7988,1496974800,6,3,3,91128,1
7989,1496974800,23,71,92,38392644,1
7990,1496975400,0,269,379,13829564,1
7991,1496975400,2,190,322,39507000,1
7992,1496975400,1,206,465,5415960,1
7993,1496975400,5,6,6,126596,1
7994,1496975400,23,17,21,15802828,1
7995,1496975400,16,3,54,10060972,1
7996,1496975400,6,31,35,55524156,1
7997,1496976000,2,191,335,22672824,1
7998,1496976000,0,252,382,16971264,1
7999,1496976000,1,203,439,5367104,1
8000,1496976000,6,8,8,3060648,1
8001,1496976000,23,50,63,35593308,1
8002,1496976000,13,15,62,5024400,0
8003,1496976000,16,4,205,40680952,1
8004,1496976000,5,1,1,25012,1
8005,1496976600,1,213,451,5608280,0
8006,1496976600,0,249,396,23756560,1
8007,1496976600,2,183,340,39800840,1
8008,1496976600,23,128,255,379800096,1
8009,1496976600,5,21,21,467664,1
8010,1496976600,6,15,32,226550315,1
8011,1496977200,23,164,275,249602452,1
8012,1496977200,2,128,227,14374036,1
8013,1496977200,1,163,418,4296424,1
8014,1496977200,0,246,401,38059928,1
8015,1496977200,22,1,23,44062152,1
8016,1496977200,21,1,8,44062152,1
8017,1496977200,5,3,3,145104,1
8018,1496977200,28,1,10,44062152,1
8019,1496977200,7,3,10,1928475,1
8020,1496977200,8,592,592,25080948,0
8021,1496977800,8,271,271,11064364,0
8022,1496977800,0,258,391,16442316,1
8023,1496977800,1,144,550,3802920,1
8024,1496977800,23,58,167,375284384,1
8025,1496977800,6,3,3,835308,1
8026,1496977800,5,3,3,109920,1
8027,1496978400,10,4,9,160882540,1
8028,1496978400,0,237,404,40667196,1
8029,1496978400,1,114,348,3014952,1
8030,1496978400,23,90,659,2053257528,1
8031,1496978400,162,10,383,3673584,1
8032,1496978400,5,2,2,38348,1
8033,1496978400,16,3,59,11235548,1
8034,1496979000,0,267,377,14612628,1
8035,1496979000,23,718,2448,3622398928,0
8036,1496979000,1,126,324,3323496,1
8037,1496979000,162,56,263,13198844,1
8038,1496979000,16,13,380,66940696,1
8039,1496979000,7,3,66,157949996,1
8040,1496979000,11,3,89,157949996,1
8041,1496979000,12,4,57,160882540,1
8042,1496979600,0,235,401,33922456,1
8043,1496979600,162,61,380,44378096,1
8044,1496979600,1,151,540,3987520,1
8045,1496979600,23,248,557,906360084,1
8046,1496979600,16,5,374,76622688,1
8047,1496979600,29,2,975,34350052,1
8048,1496979600,5,10,10,413488,1
8049,1496979600,13,15,33,3286956,0
8050,1496979600,6,2,2,59912,1
8051,1496980200,1,105,543,3446048,0
8052,1496980200,0,260,383,23096408,1
8053,1496980200,23,397,608,329552752,1
8054,1496980200,162,76,343,36098456,1
8055,1496980200,16,2,150,30920532,1
8056,1496980200,29,3,776,26490112,0
8057,1496980200,30,45,69,48634940,1
8058,1496980800,162,72,358,30920580,1
8059,1496980800,23,428,585,265679584,1
8060,1496980800,0,260,377,16433596,1
8061,1496980800,29,2,367,10391196,0
8062,1496980800,31,1,1,2066688,1
8063,1496980800,1,104,524,3991468,1
8064,1496980800,30,98,147,102384940,1
8065,1496980800,26,4,17,1911947,1
8066,1496980800,45,1,3,7287560,1
8067,1496980800,6,2,2,1022556,1
8068,1496981400,23,364,403,123061904,1
8069,1496981400,10,1,1,7287560,1
8070,1496981400,162,48,437,27798836,1
8071,1496981400,0,276,384,18850872,1
8072,1496981400,1,52,525,1999160,0
8073,1496981400,26,3,12,1442049,1
8074,1496981400,29,1,447,14210840,1
8075,1496981400,30,47,74,38752072,1
8076,1496981400,68,2,3,65936,1
8077,1496981400,6,4,4,1471776,1
8078,1496982000,1,58,609,4724372,1
8079,1496982000,23,155,208,121879756,1
8080,1496982000,0,330,372,11902516,1
8081,1496982000,162,34,419,14602548,1
8082,1496982000,6,22,22,15248076,1
8083,1496982000,30,57,94,70355600,1
8084,1496982600,0,309,373,39178156,1
8085,1496982600,162,36,479,21813160,1
8086,1496982600,1,45,600,3801064,0
8087,1496982600,7,1,7,7287560,1
8088,1496982600,11,1,7,7287560,1
8089,1496982600,30,339,376,97748800,1
8090,1496982600,43,60,249,144451804,1
8091,1496982600,6,15,25,80608484,1
8092,1496982600,23,9,13,10546952,1
8093,1496982600,29,1,1647,57358916,1
8094,1496983200,43,80,358,80492588,0
8095,1496983200,0,323,360,17172108,1
8096,1496983200,1,63,605,4039416,0
8097,1496983200,162,60,371,23421188,1
8098,1496983200,30,28,44,26189416,1
8099,1496983200,23,33,52,39514512,1
8100,1496983200,6,3,3,693164,1
8101,1496983200,29,2,552,17751532,1
8102,1496983200,13,15,15,0,0
8103,1496983800,0,308,381,28259544,1
8104,1496983800,43,13,31,12247916,1
8105,1496983800,1,50,633,3140064,1
8106,1496983800,162,53,431,25603680,1
8107,1496983800,30,213,255,86174632,1
8108,1496983800,23,137,190,134037332,1
8109,1496984400,162,60,406,29235396,1
8110,1496984400,23,609,702,140435412,0
8111,1496984400,0,341,360,12679728,1
8112,1496984400,1,74,480,4643876,1
8113,1496984400,30,176,222,88149064,1
8114,1496984400,79,3,3,874288,1
8115,1496984400,29,2,999,33458560,1
8116,1496984400,48,5,494,267766520,1
8117,1496984400,7,4,15,5589405,1
8118,1496984400,6,15,37,219650619,1
8119,1496985000,23,1420,1523,351035796,1
8120,1496985000,10,1,1,7517732,1
8121,1496985000,0,256,390,43839688,1
8122,1496985000,1,53,562,3320032,1
8123,1496985000,162,34,468,26667528,1
8124,1496985000,33,97,302,73444268,1
8125,1496985000,29,1,324,10095692,1
8126,1496985000,48,3,621,370029048,1
8127,1496985000,45,1,3,7517732,1
8128,1496985000,65,5,6,32512812,1
8129,1496985000,30,2,2,40308,1
8130,1496985600,0,256,378,41332424,1
8131,1496985600,33,204,387,56921284,1
8132,1496985600,30,23,46,30013696,1
8133,1496985600,162,56,409,34371428,1
8134,1496985600,1,59,543,3666884,0
8135,1496985600,29,1,848,26976812,1
8136,1496985600,48,1,434,301997016,1
8137,1496986200,0,267,382,41638436,1
8138,1496986200,33,233,401,21425312,1
8139,1496986200,1,79,574,4973120,1
8140,1496986200,30,39,73,50974580,1
8141,1496986200,162,68,360,16105440,1
8142,1496986200,7,1,7,7517732,1
8143,1496986200,157,1,12698,2375309980,0
8144,1496986200,11,1,7,7517732,1
8145,1496986200,48,3,730,329037048,1
8146,1496986200,29,1,701,23504596,1
8147,1496986800,33,255,389,17308628,1
8148,1496986800,0,311,372,26922208,1
8149,1496986800,162,73,358,17221104,1
8150,1496986800,30,102,167,118407860,1
8151,1496986800,1,45,643,2800292,0
8152,1496986800,29,2,602,18857468,1
8153,1496986800,48,1,294,104264552,1
8154,1496986800,13,15,20,1072904,0
8155,1496986800,6,2,2,4856412,1
8156,1496987400,33,213,406,90083276,1
8157,1496987400,30,256,274,48319056,1
8158,1496987400,0,270,376,37361360,1
8159,1496987400,162,67,345,19271824,1
8160,1496987400,1,49,649,3101704,1
8161,1496987400,29,1,253,7752516,1
8162,1496987400,157,1,14014,2375228276,0
8163,1496987400,26,1,1,0,0
8164,1496987400,48,3,620,163629112,1
8165,1496987400,6,2,2,1070940,1
8166,1496988000,0,318,370,20592936,1
8167,1496988000,10,1,1,9635356,1
8168,1496988000,33,227,403,22974256,1
8169,1496988000,3,1,2,21447258,1
8170,1496988000,162,56,377,9924680,1
8171,1496988000,30,263,311,111765056,1
8172,1496988000,6,6,6,7545188,1
8173,1496988000,1,37,437,2572352,1
8174,1496988000,21,1,12,44066392,1
8175,1496988600,33,231,407,22620896,1
8176,1496988600,0,339,365,15961960,1
8177,1496988600,30,506,539,79909016,1
8178,1496988600,1,40,591,3453592,1
8179,1496988600,162,43,441,10181380,1
8180,1496988600,45,1,3,9635356,1
8181,1496988600,6,3,3,1985788,1
8182,1496988600,25,1,16,164291788,1
8183,1496989200,0,339,366,15761172,1
8184,1496989200,30,480,506,96662464,1
8185,1496989200,33,247,380,17211896,1
8186,1496989200,10,2,4,87803948,1
8187,1496989200,1,48,649,4105388,0
8188,1496989200,6,50,51,26692340,1
8189,1496989200,162,13,396,1855524,0
8190,1496989200,157,1,1834,218998376,0
8191,1496989800,30,562,577,59354176,1
8192,1496989800,33,216,388,63762516,1
8193,1496989800,0,326,366,19378932,1
8194,1496989800,7,1,8,9635356,1
8195,1496989800,11,1,8,9635356,1
8196,1496989800,1,26,412,2354692,0
8197,1496989800,162,10,287,2537000,1
8198,1496989800,157,1,3658,452283368,0
8199,1496989800,6,1,1,104188,1
8200,1496990400,30,224,288,135268136,1
8201,1496990400,33,230,395,20838752,1
8202,1496990400,0,338,364,15322116,1
8203,1496990400,162,5,241,1062864,1
8204,1496990400,1,19,655,3273936,0
8205,1496990400,13,15,15,0,0
8206,1496991000,0,191,407,65984276,1
8207,1496991000,33,214,339,61376192,1
8208,1496991000,30,261,333,138501976,1
8209,1496991000,1,15,449,2367172,0
8210,1496991000,162,32,378,10667484,1
8211,1496991000,58,262,262,9672846,0
8212,1496991000,157,1,17720,2850057129,1
8213,1496991000,93,1,15,47141016,1
8214,1496991600,6,16,52,241199749,1
8215,1496991600,58,504,504,15023100,0
8216,1496991600,33,219,377,34747220,1
8217,1496991600,30,132,188,71479824,1
8218,1496991600,0,174,400,70469532,1
8219,1496991600,44,2,2,12233040,1
8220,1496991600,1,22,463,3726676,0
8221,1496991600,93,1,14,40662932,1
8222,1496991600,162,48,429,12062860,1
8223,1496991600,157,10,41677,5982156860,0
8224,1496991600,163,1,44,489841,1
8225,1496991600,7,1,5,1195677,1
8226,1496992200,33,198,359,36761740,1
8227,1496992200,0,341,363,15231724,1
8228,1496992200,58,477,477,14296920,0
8229,1496992200,30,46,61,23441100,1
8230,1496992200,162,42,430,9578388,1
8231,1496992200,46,33,301,274565668,0
8232,1496992200,1,29,506,5072684,0
8233,1496992200,6,8,8,1469160,1
8234,1496992800,58,485,485,14810276,0
8235,1496992800,0,330,365,19105232,1
8236,1496992800,33,119,366,171516464,1
8237,1496992800,162,31,469,9973008,1
8238,1496992800,1,22,583,3783728,0
8239,1496992800,30,188,478,865555252,1
8240,1496992800,86,54,371,322371176,1
8241,1496993400,30,302,512,251216200,1
8242,1496993400,58,535,535,15950212,0
8243,1496993400,33,118,315,128583808,1
8244,1496993400,0,333,365,15163016,1
8245,1496993400,162,22,481,7799464,1
8246,1496993400,1,23,680,2971204,0
8247,1496994000,58,963,966,29925652,0
8248,1496994000,0,203,394,61441736,1
8249,1496994000,30,347,509,185524912,1
8250,1496994000,162,38,430,11037376,1
8251,1496994000,1,68,642,1798928,1
8252,1496994000,13,15,15,0,0
8253,1496994000,6,4,4,4579824,1
8254,1496994600,0,339,363,12528172,1
8255,1496994600,58,568,568,17215352,0
8256,1496994600,30,323,373,96304028,1
